Label M_f Ep_x Ep_y Ep_z Ev_x Ev_y Ev_z t_t m_0 |Delta_a| |Delta_e| cos(Delta_i) Delta_Omega Delta_omega Delta_theta
0.0 77.16668755317744 2458174.7665100098 -2677480.407348633 6002400.270309448 407.1503828063942 3643.685337878771 4369.411309083801 65276910.73852406 824.1666875531774 41512867704.6145 0.019109875363767972 0.9787235455395208 2.8994209678237546 1.4930153291225996 -1.4300686005992862
0.0 50.96661226717538 -39873182.57785034 -30061932.3412323 30305318.981869698 8885.641014123263 -2229.74857259131 -644.0725968913312 53444367.08663865 797.9666122671754 35941528375.33298 0.2399836765791851 0.9988795110733774 4.011374829538547 -0.10655366915604336 -5.888926576884668
0.0 32.241418183986866 -66766500430.69217 -23871643433.965576 2810703150.677121 1909.1676131319064 6952.087265710528 -188.84194974258608 60442102.96127179 779.2414181839869 78061083488.83322 0.005955503165819331 0.9994289590647248 4.031878276458878 -3.883072816033085 5.528728097986378
0.0 159.7482420027535 -46941281.90825653 21452239.92932129 38776354.591804504 -3924.1363326992214 -3851.534852620469 1124.0805752332035 122371094.17970894 906.7482420027535 23971298588.976837 0.20882900701815799 0.9994663852308384 -1.1185860308205733 1.5874511851635889 -5.690028198694378
0.0 39.40223706468396 8373304887.540329 -56746991056.00593 890719824.9458013 16193.675966757135 6530.212416191782 -1123.332520214217 31033812.626200873 786.402237064684 45729762410.93173 0.0619279797542778 0.9994665082361354 -1.8229775022076704 3.764218066461141 5.132622102629638
0.0 125.85663478488198 271023.2822570801 2286057.7669525146 12268356.387332916 4063.696329464817 2860.4247965797986 -1055.4167789670514 128445579.4210791 872.856634784882 96382529141.21207 0.13370554195882786 0.9944414460116671 2.2571726914132078 -5.7583529596817815 -0.22693781258148385
0.0 44.149070965135934 494101.30487060547 -2944672.1467437744 7805261.463106155 4330.180852279993 4541.934329569223 -181.78873376070027 34825037.857411355 791.1490709651359 42595400055.173615 0.20989083808423195 0.997843498534501 1.315871766490388 0.1140425016160318 3.5420079975941268
0.0 87.3507478172296 -4675580575.266418 22064179400.337997 -53379107.714064464 -3320.508109460443 4889.2956138117315 -3927.210226571164 61293866.322198175 834.3507478172296 54528225720.4216 0.014149138964133404 0.9830711331107276 1.6923703832602315 0.40083466033642945 -1.0227283919120898
0.0 108.10534664361433 500003.419052124 905345.0328369141 22583338.142252564 982.2105856521957 1687.209005924673 905.8111728983921 95461915.30052124 855.1053466436143 74012992462.24959 0.08460190092468578 0.9993107025141895 1.6257379149255016 -1.4584141855419346 5.424180267325313
0.0 79.65152841812801 19457133.225593567 -14924930.907440186 -18863278.82365799 -780.3459181968574 4102.54510693673 -8962.701045994774 86100814.39664379 826.651528418128 56150293158.25021 0.05326276469750335 0.9540075178368506 1.1098690707392755 -2.3012214918200904 -3.9484140121984814
0.0 65.87497177334706 15898831.913650513 4030518.780822754 14178992.064592123 -167.74310031458663 -2719.898648234068 -114.31175727322432 101531700.59961246 812.874971773347 72926709785.25076 0.0988311761370614 0.9998101602385135 -0.5441193895967817 2.520313905246541 -0.7965988408527579
0.0 6.8117849565228425 -31339908.085517883 366024.54150390625 -25480641.212609768 274.68997684475835 6471.237328854662 -9358.30331218124 37192149.51353073 753.8117849565228 58435236977.91083 0.2821471034659611 0.9731607425400558 3.4814694779458923 -4.883081070089083 1.8500692321845789
0.0 35.2708820611532 -1902342.098707199 -47705154.79321289 15911007.209103942 3707.188837225898 2028.5868621188383 -114.79912899875413 34196976.51353278 782.2708820611532 42999277205.15622 0.24045002139228044 0.9999715261630445 2.3567488393652334 -1.6933153430004722 -0.11080458622307265
0.0 65.88727067308957 4737135.76763916 -14483397.4455719 2074362.8705177307 6857.683183044126 3739.86578319026 320.1212153078181 63700819.760732085 812.8872706730896 57970841767.39114 0.1690480328678641 0.9945013439285103 -0.8881162954165828 -1.1297132933273162 -5.3474675808205205
0.0 35.45934410621442 -11478569.888702393 5221653.50743103 -45916860.57430649 146.53611754101075 1440.521950130762 -6768.869362980492 52717850.89832436 782.4593441062144 46477937031.33438 0.15579505603139077 0.982843236824167 5.11794363674286 -5.723840455418144 2.6956068199985985
0.0 79.56122596743603 37984116.882629395 12116061.970993042 -65854022.939454556 1018.9574772130982 2265.6629543139024 -733.4324802314002 69172354.43066406 826.561225967436 77633990165.95285 0.05565895066753144 0.9996241092580388 2.4715352061266964 0.8263742576262199 -4.959505165503621
0.0 97.1874638027682 29354782.29988861 44166930.56245422 -98401092.40219498 4052.5267368280875 -580.1723876288797 770.8714777389943 80440043.91888359 844.1874638027682 93648329340.27298 0.030318228567794953 0.9983390479466502 -5.677213239586832 4.3261707550597865 -4.140224451994626
0.0 93.55694418988162 1806384273.121933 19184992337.18515 2537295120.766575 -577.4807497319744 1319.5698326267673 -1407.3947536374562 119096960.61623205 840.5569441898816 109665719671.51462 0.017477254440605022 0.9987313492733617 -3.6850502206901705 -0.9395243601324308 3.748502088254749
0.0 84.83015399511919 22170668.21746826 -8054692.288818359 75734943.15209246 1423.3839944690953 3071.8155288737025 338.17445647592183 125563688.69682804 831.8301539951192 79342333810.1242 0.06631097772579223 0.9999568388650696 -1.1329079010309273 -0.6617167973932676 3.2898130797263616
0.0 40.72596707897367 -24664584.989379883 4009666.5391845703 1469761.6977090836 -944.288399161127 -1869.4944137309249 -101.62140765031432 72842472.2328937 787.7259670789737 1247854622.4492493 0.008187567727236528 0.9999992943675551 0.1201348350053457 0.6363477363828192 -2.4310134011788236
0.0 53.02033549128237 12203854.187042236 27577193.12373352 -32092806.8669405 9325.237828396457 4411.4514561220785 282.09959271475304 94365397.52823383 800.0203354912824 35892042092.29068 0.30014933325246546 0.9998268741641295 -0.9944964955166078 -5.365751701373423 5.889382046506097
0.0 81.62549360328228 22702135.054748535 33543425.305786133 -30043717.85990143 -776.1874191714069 1683.5845176476905 704.7048365336382 75687116.06484412 828.6254936032823 66801734352.59744 0.04587395290717839 0.9982725354846383 -0.6937696238724451 3.270186384929849 -3.3566368835396405
0.0 119.97754398000541 12998026.173095703 9706954.842010498 -5266251.135021448 2944.4348332176924 2281.029630434869 -197.33950322748214 92040303.7085561 866.9775439800054 42014523462.51987 0.016436321950286686 0.9999522143456196 -2.376824805921322 -0.49335895125059737 2.397313899392223
0.0 93.96623971368297 12200877.726379395 -4809032.387771606 4213523.671531081 -1187.4668145406795 -2197.6579759213237 -870.5855044063018 114991397.5826467 840.966239713683 103370779700.25168 0.00011421162634857318 0.99997082487159 -1.9858643727941387 4.281330066807639 0.6209153894394931
0.0 79.39430667295028 3224010.0161972046 23814969.573120117 6071914.057803631 749.6365890934612 2618.010691405584 -2049.4923110175932 86656580.45865896 826.3943066729503 57709003158.29544 0.027746363500498486 0.9975264022885943 1.3129626698025278 -2.125168124111464 -4.073680539933785
0.0 17.160159652440825 14790337.192626953 15604189.232229233 19475040.950940967 10823.912008297279 -25.43814340840254 -510.9067721119936 41547170.82374064 764.1601596524408 22259625616.403442 0.34161967777825986 0.9999994008871435 -1.9949496034324712 -1.4270865744394117 5.567257589980288
0.0 107.19971324826861 -13986067.688995361 7838742.633666992 8515338.945820808 319.8124801283484 4956.153310948718 6310.6234489691415 81288969.11439206 854.1997132482686 51011853049.3107 0.14358019892341764 0.959779114864401 0.582165742257776 4.192152339804178 -4.310494910021672
0.0 10.64511896182296 -2353121.383239746 52274112.74005127 -29017786.085741043 7249.717661272898 5658.587940554968 -1135.0477630424195 51698220.08828091 757.645118961823 18210403595.665924 0.3187668143037405 0.9998258156176789 -1.2770811314346804 -5.015690910713252 3.004416671621742
0.0 122.42458014719068 -109157768.09646606 16354368.485427856 -25429698.8899889 -8658.004699051686 2026.747214048355 519.1075166911055 123443989.0380525 869.4245801471907 1841078557.589508 0.35185036311903606 0.9996019764465612 -1.6722992855825125 1.5721421169844336 -3.57259386198512
0.0 111.12913788666924 -30258259.56980896 839698.4102172852 -72243036.9693067 3972.079049333275 -688.2803817191088 1193.3721059696186 117438251.8454006 858.1291378866692 107441344098.10873 0.16480951934772828 0.9993613523054874 -0.3684280130103894 4.018003050387489 -0.27961431335756726
0.0 42.953324575073566 6506205.86164856 27154191.88922119 6781568.619976997 6809.150396885594 6530.0215663499985 -909.6760085094887 55657287.92527861 789.9533245750736 27150437834.076935 0.3046391047576608 0.9992055251136135 -1.8708735770802158 -3.551469425032642 -3.5840468050726635
0.0 83.37114553583524 -3739258.0045776367 9715625.55795288 26438248.39486277 10884.99384979225 5096.704813132841 602.5983500382912 64036869.168477856 830.3711455358352 9262662698.315826 0.49865876888102245 0.9996095771664829 -1.4356853377347172 -3.534065550102127 5.12180551329806
0.0 100.94830689461253 65936676.36994934 -34966020.89958191 33610593.40254593 8598.821532044407 -1350.8805797850764 -1447.9154373118977 117699407.03808449 847.9483068946125 124244360646.64526 0.15779526145877032 0.9994720504945916 -1.4104280437117065 4.333201853665345 -0.9339773067725577
0.0 134.28875981291253 -785479.8261566162 -84186920.96540833 6818193.805868149 2937.2539507471156 3646.6493162391507 778.3854032430082 102172234.85922135 881.2887598129125 103328491664.23383 0.1254145300062111 0.9992796776907841 1.5844466343242891 1.64251148145166 1.1619948344477742
0.0 51.624789324836115 -27031083.83305359 -12861074.993896484 -7206335.888507128 -1359.2251834018134 -11361.924323541247 848.6192212897777 49740673.27288959 798.6247893248361 9929508734.130402 0.36017826455905727 0.9985823196970912 -1.603328789142946 5.182953017015995 -5.487216571676166
0.0 62.1442802942812 9246012.088912964 2573197.7543640137 9862535.83556366 2542.31384242063 2664.8530924429797 -485.3473263799351 55258488.61440531 809.1442802942812 86247471110.7018 0.00199645650586619 0.9997151242471797 1.4377095872118266 -4.183833264237773 6.010134485139133
0.0 115.91304951164364 593826.1815185547 11147052.720306396 55363198.00917053 1002.9559825437027 1795.8425781216501 4599.460838728261 93876287.63243379 862.9130495116436 81495736174.03693 0.0995199339762373 0.9829628516541992 0.8593977078353003 -2.8736286807091913 2.7538346357509442
0.0 71.81451077201825 -2240103.8033447266 -20479648.38728237 -5181588.741426468 799.6161055295154 1574.2218840491369 1464.9475455175002 72885810.28034844 818.8145107720183 58873162305.20856 0.10636580389523503 0.994115188997828 4.152270248660915 1.703691651754307 -1.6368895492168059
0.0 71.62427734873461 5811101.620880127 65299630.29437256 -33867614.303435564 2744.780770900068 2721.0934551914834 2523.7762683059673 58844184.282545224 818.6242773487346 84600395168.52792 0.02519983398335429 0.9987594676267181 4.06979543910303 -0.8517788388573709 0.0035390021463901356
0.0 13.368664118543848 -85405079652.01285 -42563615268.56613 5882895819.517193 19898.327175526603 -9964.038862144384 -417.8929270306386 51998439.166834086 760.3686641185438 32861460852.34189 0.23554656563109355 0.9993017142729124 -2.272176753775182 -4.6483311309967235 5.016677462642807
0.0 125.26898637099555 -20431415.59777069 26259896.451385498 -44854867.900857925 5518.807993950064 6962.350084930196 1850.3195365085185 106936956.85339622 872.2689863709955 59464758441.39902 0.2689252904614208 0.9998339689981804 2.03987978607436 -1.5597943094179496 -5.668923595640985
0.0 34.47073221289156 -17008271.623321533 7583584.731811523 56312799.3561275 11278.558751289502 -5304.3642516834625 56.100757538358266 89084618.55683164 781.4707322128916 18306726458.840317 0.3647750637615337 0.9999599098442467 -0.35268077545802445 0.0997326443801545 0.15089719648423428
0.0 81.94422920502211 8507862.591308594 8620931.943527222 -4550332.083654404 -3202.1175629132804 980.5952328817366 -1686.5307795124816 83299241.43907017 828.9442292050221 43800321055.88071 0.06762239214454435 0.9948969041901758 4.883622590050393 -2.7239600069891523 -2.1128856568529444
0.0 87.67787949136243 -330196.36935424805 -15063000.516635895 -21556189.09875059 4618.136215598206 326.825941155661 132.45901695435984 84961906.10617536 834.6778794913624 56481923973.03665 0.13734089837521923 0.9999659468776567 -0.9264438985198423 -5.347475125298381 5.427873006463646
0.0 34.123601573471205 1628818.4732971191 -41900768.50827789 -29438467.443351746 14241.963262028386 -127.57602455080632 -1361.8624921038258 125920503.60823248 781.1236015734712 24681067708.1781 0.4303386861252244 0.9999655848508785 -0.8722117693752118 -5.405487237333621 0.09095632234503404
0.0 142.65111446249125 -155219467.69596863 186964805.09835815 -213233275.47939873 -357.8595811488776 1125.8632656020418 733.4247522018953 110339653.42391124 889.6511144624913 65036256678.704926 0.048584718521438516 0.9992715154797883 -0.3944399089877406 -0.6836459343092706 -5.372452250840824
0.0 19.666868502874195 9400714.111816406 36947328.86122513 -14153516.347121239 1139.0001468814535 2902.8488907788233 1922.357599296909 56895983.85110436 766.6668685028742 54451268381.4259 0.22840767657484887 0.9982515095668809 -0.15008767445278648 2.0850890713565025 -5.425710400859279
0.0 29.48870160200454 2767048.5761413574 1193375.5069732666 22677512.870962143 2551.690897735342 4529.930908660383 5117.052808847846 60847903.82987199 776.4887016020045 64278606278.96286 0.14518512462351457 0.9935958126794328 -2.391116499141295 -1.5134328909540993 -4.932519183623462
0.0 78.2183594619737 -13010276.098098755 7321651.380828857 21756323.249250412 493.7064275160701 1350.3452071061183 1303.0700705852937 75814505.0396744 825.2183594619737 55189763865.39639 0.0023180250021721666 0.9998387572798414 3.0303271276102084 2.640298875671668 -1.032581086013627
0.0 112.71279046117775 -6717374.454345703 -47923786.620269775 -35529290.56956744 3569.379413378432 3006.403588468327 -995.0954402552409 85148694.49236016 859.7127904611777 90178928661.63293 0.14178275657884126 0.9998208236733171 3.068455037954452 -3.0794813052085477 -4.198541872189577
0.0 18.07734464252769 -19711073.76965332 1358127.8874969482 17592346.24203396 9840.57216287887 3150.733560779936 -1035.084924156884 46989448.880724445 765.0773446425277 23699197398.701355 0.3571543381504168 0.9993415915347847 3.419639364979569 -0.24543387335065425 5.8355746457152815
0.0 94.99070173378539 4526713674.649384 2860559064.2214966 12519884054.443102 3388.457263188915 2115.680862340647 -3666.795436141861 72380133.81574321 841.9907017337854 81344457246.5112 0.050456984328845066 0.9743707555857535 -1.4732128005641123 -1.2769313080198545 1.233431092625705
0.0 40.158678038757444 -6187527.0919799805 9709575.409484863 5090747.531645298 1181.7991042749454 2224.014701205673 147.64524584170297 59068364.638970315 787.1586780387574 62693897062.35486 0.15505199686483648 0.9997316908708958 -2.173758749822939 0.07517905499141109 -1.2623876251387984
0.0 33.24310023097212 -12681704.053245544 -41608491.372924805 6520346.270407677 4986.364035402337 3350.6392289941045 645.8036655387044 62816938.23295027 780.2431002309721 60539303838.09703 0.17631030993166796 0.9999484596617455 -0.8729531665348583 -1.2756325266197484 -5.558836935080966
0.0 13.452983106263673 -119978692128.52614 -56866748924.75394 6082865383.118225 20915.861273524413 -16476.979329804646 -371.75301271943897 52600661.738991626 760.4529831062637 44051903821.83154 0.15175268911748316 0.9993567472260912 1.7997425400934792 -2.5809909244003366 5.447563707803356
0.0 56.601573001719316 173689006.2472992 -51650311.08578491 -10401897.275406837 11788.013595088885 -1671.9864678097983 -244.6472666911501 122243453.6768043 803.6015730017193 26863715582.960205 0.37279124746521375 0.9987322386609047 -1.0013787522289226 -5.372863445040814 -0.4790777736797165
0.0 28.844966303912884 19187003.861541748 33140770.41230011 -5613570.305800438 7736.3962519184915 -93.131160767236 -3192.6812353715127 35259436.30188843 775.8449663039129 34926699115.978 0.18859834533722164 0.9971530414478988 -1.7720405627966342 -2.126046871637011 5.186756757338262
0.0 79.26292684164844 -44967369.73791504 -48035587.516204834 -73436041.72135037 361.4585174153963 229.39094206382288 1160.8804852368376 63460740.20133072 826.2629268416484 43662092998.29672 0.001535723420515167 0.9984944057371469 3.8378702578803754 2.4718847307807983 1.2217518032384322
0.0 23.952527043759574 -14595434.45878601 2204912.682723999 4426696.675093174 9040.678384923274 6247.866263474625 -3.2753102520100583 29105501.603639647 770.9525270437596 28162395048.794647 0.34988998812663014 0.9999522880475167 0.04947534526939967 -4.309832423752648 -4.1439870654017446
0.0 47.836655693474086 -3157355.3139648438 2291297.910598755 22439037.139904022 4587.828796510978 -1449.8819539203905 -784.4561446023756 61315439.66936613 794.8366556934741 64327190787.60773 0.127779655726024 0.9989380093320859 -1.5632986093663668 0.13796363207990003 -5.843575929070046
0.0 72.90739585796655 18906028.427703857 -7784334.477836609 -21049131.25502205 9396.267204656877 2692.8516637107386 2914.370805776208 59752397.12676058 819.9073958579665 72266448702.7012 0.17697932199383415 0.9998421051841707 -2.6118558086323738 -0.3298690860429492 -0.23270159416439595
0.0 27.258006592262632 93625241385.76079 60206629979.00423 -4788000747.13866 -14291.742100264573 11191.103054757727 227.9018739934573 21124260.17249087 774.2580065922626 64199720066.3667 0.15305315984904275 0.9995144875365007 3.9986830770863895 -3.575882989876681 3.9635619255642123
1.0 114.1581234721557 -5376188.091567993 -12688457.603149414 -5717810.828987122 -6.544514028715639 269.5745106969007 1955.2696453734177 87167831.61006735 861.1581234721557 68877201540.90256 0.021337043000407917 0.9951028492599813 2.2443449139093197 3.338456773516164 -0.2591443848425381
0.0 32.28583337870327 5773579.5068359375 9040635.488464355 -18954567.78094721 1026.458424422548 6221.7365823449745 -259.2757362656431 63631197.32734786 779.2858333787033 48138637396.47952 0.2588228388667961 0.9993444241892426 1.9429009444139245 1.5063683430344108 -5.347003989014051
0.0 103.57660849797503 -7303774.413154602 -7538849.880630493 -3929390.8564357758 8002.358938745892 2468.321417339863 -1830.9765108454317 99273741.48462363 850.576608497975 104524845188.90173 0.04850335577233486 0.99920692829262 2.719843145212014 1.28634313547057 -5.114475446979716
0.0 55.567968298785786 14388561745.215881 5072614175.927414 -3429380779.8025208 588.6849378204133 3106.937027593998 -332.85059438450537 42241732.07693879 802.5679682987858 52197860112.18222 0.21003665357364693 0.9994484672679956 4.073712010461852 -1.5675851053801169 5.168512169396312
0.0 67.35133812595802 -3987007072.9797363 2916449910.8289413 -13138897517.738928 8956.5285579359 159.47457816803944 465.76791259697063 52101252.143926635 814.351338125958 22417913020.83185 0.33135855538220815 0.9878275080161574 -4.667824068677099 -1.0325410484534638 2.568737381672001
0.0 72.10368761152188 7131250062.79361 40941974843.27609 4786602158.627454 -169.01316866755224 6764.280388858539 456.26136979437257 55679269.49983517 819.1036876115219 68494521531.374115 0.06951266088827984 0.9995070301125967 0.16020217553265914 1.7536320849425238 -1.3075729268780976
0.0 100.24939924484875 384030.8904724121 18615779.413146973 3247356.1543741226 1719.7416810252143 657.2164065399884 -5770.1116876470405 102917372.31226663 847.2493992448487 57125408766.176605 0.07310677211300712 0.9678982293285072 -4.406738155964433 -1.9942471241035251 1.9892071416002586
0.0 61.369423000056486 1924019.4386901855 -34214449.32108307 -79853222.64259863 10759.732289334279 -6278.327569226512 -2212.57098266554 82132609.29714844 808.3694230000565 11648140826.460602 0.06733972744475603 0.9985812695804613 5.1551208898145395 -2.0209557747666933 2.2950045151659078
0.0 57.79142262596224 1185293945.852234 455830420.52015686 -913271336.6483822 -901.7011880643586 671.2022512319236 -671.4837937031481 74859752.62271164 804.7914226259622 52705775399.60123 0.06542090072133916 0.9995907876023129 0.8905219980462944 0.11969531933090324 -2.315675427700488
0.0 25.601926031077824 21918936135.147346 28514804050.38629 -3501552887.960969 8539.490809527168 3089.680131566315 -993.9188011789378 20275686.33944909 772.6019260310778 34105983662.449463 0.3676997221822107 0.9991252511987632 -2.285887092342119 -5.0617275054935105 5.511472461048722
0.0 63.564301375544346 -20285819.080368042 17363802.090393066 -2769881.794513941 -5970.4799080916855 10990.830943863166 797.9241728724128 50916420.500338405 810.5643013755443 31276721446.46994 0.39694604296543107 0.9993883899053941 2.950290330879265 -0.27724896746284594 -2.789927397370025
0.0 66.30728908377296 -10031012.289230347 -3498303.8455810547 34815873.89721346 60.31620487073815 4602.3529638783975 615.2784936152734 57042964.30710303 813.307289083773 47803387878.234955 0.10165766708376772 0.999886205283111 -2.1854934056415956 -0.2689653992533308 -2.716910719884947
0.0 119.79176348117142 9813589.951721191 -32402713.598098755 56766079.35606706 1531.8385532948923 2811.3354590186646 390.0138863021794 114966497.4961137 866.7917634811714 71516876850.4545 0.12226497031835754 0.9997487917100298 0.31269138454812406 -4.01609740603551 -0.3417645858399525
0.0 68.66979277901794 6433801.2900390625 -59162143.76675415 -62141444.0129776 -8647.850829304924 5099.181396713528 936.3375403520563 99606929.5090577 815.6697927790179 7590127980.263916 0.33723674961463096 0.9953794629700465 -1.9709754685685055 2.4084822569006876 3.8549495702162924
0.0 71.53370412232914 27384439.579467773 -50499609.85734558 -37137315.375777245 5236.979312341973 -4900.913328630271 983.7989569221668 120755605.44891463 818.5337041223291 30041454939.839935 0.20283113960238697 0.9973846643953109 0.07453754966553339 1.7799068235745232 -1.7685192849833173
0.0 50.050581045401486 -72351236.85342407 27548487.37152481 -1002147.2789945602 -3468.457512177443 6568.882621580837 -224.56757203360382 62298173.82985835 797.0505810454015 38248210544.87967 0.3964914676813379 0.9986047753466152 1.00473732119034 -0.27447019042312243 -3.1883092915173585
0.0 16.1520733216272 -35228564.440826416 -48075600.776275635 61335081.21665096 -2725.8575064112774 -6879.452546096627 -1553.1753014381416 77471505.44551326 763.1520733216272 33475640880.850708 0.017174564564391342 0.9986510788737384 -0.9771278170033402 5.559897259273459 -2.006543245897948
0.0 90.37370486727173 1427875.0195007324 26439939.394195557 8836510.719780922 4566.946368750243 2260.2247701820233 -6735.333731124411 110430971.46085353 837.3737048672717 75229272103.66501 0.1318279874705447 0.9658621904972691 -2.0140572532508534 -2.0214270185259835 -1.2092977245169445
0.0 20.384797119989457 4593162791.620392 5369157020.480835 -3274292945.833309 4361.156070916997 -266.4449791447623 -467.3468449246311 20266417.501887783 767.3847971199895 40531245725.339386 0.2686489246786666 0.9992867454606745 -2.309469347275489 -3.8833438942863756 3.687713849316166
0.0 55.57258222647215 16793215.800201416 -69773040.56414795 -75112769.35380173 -1978.978230085202 2860.8175387014553 -797.0986927352608 125602880.21621574 802.5725822264722 16118438021.470001 0.04748901022134616 0.9986906755995546 0.6759744225266915 0.15881097444289027 3.2343966697791506
0.0 26.815917907562493 -90934040915.65456 171549099771.5866 2635852675.43808 -24916.66597941958 -13250.054570110988 -1003.8034623133419 52665643.55055151 773.8159179075625 29804333429.55127 0.001103047385094591 0.9989735401763411 3.101007512425183 4.221593659858307 -1.879250187632669
0.0 22.300462959184074 -8517304.941925049 28928355.708892822 27764541.922219276 -5553.455446776301 6941.546576801631 -1421.279997971229 65545491.3931321 769.3004629591841 42755042236.83121 0.2006417745751112 0.9982232361827481 -0.16941059217657572 4.164073266413524 -1.2660233673938235
0.0 88.7160961179884 -63111775.09308624 -46605674.89746094 -198877787.09871292 265.01139587902435 1666.805302578703 1817.9529639878688 71069696.5255281 835.7160961179884 31747523283.07306 0.004964671229509998 0.9911002278465169 3.394226339053698 -3.84985498493087 -2.2314502856164844
0.0 58.57593519144723 -13990386.001792908 26151009.022094727 12698693.114467144 2353.1248395516996 2560.3808728862623 -11158.960767722678 45830831.70208364 805.5759351914472 43339582558.00418 0.2168752273398149 0.950163063149543 -0.7778513079788816 -2.7021909029220974 5.942249346325982
0.0 73.07098740839274 -1981635.0345306396 -21720122.957458496 88062746.2013092 -762.7477817655454 -1241.7284820932427 287.40653700518885 90596556.40881066 820.0709874083927 75730045076.00754 0.032976350774917604 0.9998990081359006 0.19624802306858558 0.7720799509813646 -0.7124767034199151
0.0 42.8084693179926 -4309815.496627808 -1996700.092453003 -18078485.624519944 7586.14805393652 2544.022549815905 675.6659911302407 34356758.374759816 789.8084693179926 43843464017.7504 0.27157756226431157 0.9995743255716497 1.3219519167849603 -1.1833347030393075 -0.47848129955447627
0.0 79.53700142875937 -27702553.079483032 -14834404.041732788 3051069.8325892687 3072.316162032792 -1520.353119355017 221.59546244349002 106788605.46723053 826.5370014287594 117656686429.01123 0.14074075919404272 0.9995414573765211 0.43239915690943675 1.9428927860213023 -0.7618727487655302
0.0 6.604900275105024 -48061965.57400513 -18835945.599624634 44130008.71283054 4068.763124242543 5860.457259970994 3633.6014835392975 48671243.0820686 753.604900275105 45530349200.651306 0.27577230913686035 0.9974870770024467 1.3956416808846375 -3.435175319901236 -3.065670426843228
0.0 76.25731920262228 3236787.1219177246 36871312.3780365 -36244033.32590675 -1349.1128399163063 -2547.091862274201 1395.1333482782734 97603718.1052554 823.2573192026223 89538215357.7684 0.11725451286997912 0.9995497650627265 0.8439004864371354 0.611446674315292 -0.5323561602202589
0.0 69.21391968216824 -5902568.156814575 8740044.071105957 -27244418.56916809 -2490.2687839273894 4528.690655030137 -3651.0042197697 55022766.22366489 816.2139196821682 34413424223.695984 0.19737343071295457 0.9949758793932889 5.477341070512413 0.5051440322786918 2.7586475295071975
0.0 117.26827097072407 -27321987.250091553 -18514118.695983887 -1534424.8437187672 2309.0928967581203 5089.909882614078 -2959.5744809007588 105323243.46692342 864.2682709707241 93713016632.05682 0.1365631806974546 0.995866236331748 1.5285586569763858 -4.22984680990473 1.2759759583056707
